ARK | Intel® Product Specification Comparison
01/25/2024 11:24:01 AM
 ,Intel Atom® Processor Z3480 ,Intel Atom® Processor Z3460 ,Intel® Core™ i5-4260U Processor ,Intel® Core™ i5-4360U Processor ,Intel® Xeon® Processor E7-2850 v2 ,Intel® Xeon® Processor E7-2870 v2 ,Intel® Xeon® Processor E7-2880 v2 ,Intel® Xeon® Processor E7-2890 v2 ,Intel® Xeon® Processor E7-4809 v2 ,Intel® Xeon® Processor E7-4820 v2 ,Intel® Xeon® Processor E7-4830 v2 ,Intel® Xeon® Processor E7-4850 v2 ,Intel® Xeon® Processor E7-4860 v2 ,Intel® Xeon® Processor E7-4870 v2 ,Intel® Xeon® Processor E7-4890 v2 ,Intel® Xeon® Processor E7-8850 v2 ,Intel® Xeon® Processor E7-8857 v2 ,Intel® Xeon® Processor E7-8870 v2 ,Intel® Xeon® Processor E7-8880L v2 ,Intel® Xeon® Processor E7-8880 v2 ,Intel® Xeon® Processor E7-8890 v2 ,Intel® Xeon® Processor E7-8891 v2 ,Intel® Xeon® Processor E7-8893 v2 ,Intel® Xeon® Processor E5-2440 v2 ,Intel® Xeon® Processor E5-2450 v2 ,Intel® Xeon® Processor E5-2450L v2 ,Intel® Xeon® Processor E5-2470 v2 ,Intel® Xeon® Processor E5-2640 v2 ,Intel® Xeon® Processor E5-2643 v2 ,Intel® Xeon® Processor E5-2650 v2 ,Intel® Xeon® Processor E5-2650L v2 ,Intel® Xeon® Processor E5-2660 v2 ,Intel® Xeon® Processor E5-2667 v2 ,Intel® Xeon® Processor E5-2670 v2 ,Intel® Xeon® Processor E5-2680 v2 ,Intel® Xeon® Processor E5-2690 v2 ,Intel® Xeon® Processor E5-2695 v2 ,Intel® Xeon® Processor E5-2697 v2 ,Intel® Xeon® Processor E5-4610 v2 ,Intel® Xeon® Processor E5-4620 v2 ,Intel® Xeon® Processor E5-4627 v2 ,Intel® Xeon® Processor E5-4640 v2 ,Intel® Xeon® Processor E5-4650 v2 ,Intel® Xeon® Processor E5-4657L v2 ,Intel® Core™ i5-4402EC Processor ,Intel® Core™ i7-4700EC Processor ,Intel® Core™ i7-4702EC Processor ,Intel® Xeon® Processor E7-4880 v2 ,Intel® Xeon® Processor E5-1428L v2 ,Intel® Xeon® Processor E5-1620 v2 ,Intel® Xeon® Processor E5-1650 v2 ,Intel® Xeon® Processor E5-1660 v2 ,Intel® Xeon® Processor E5-2407 v2 ,Intel® Xeon® Processor E5-2418L v2 ,Intel® Xeon® Processor E5-2420 v2 ,Intel® Xeon® Processor E5-2430 v2 ,Intel® Xeon® Processor E5-2430L v2 ,Intel® Xeon® Processor E5-2609 v2 ,Intel® Xeon® Processor E5-2618L v2 ,Intel® Xeon® Processor E5-2620 v2 ,Intel® Xeon® Processor E5-2630 v2 ,Intel® Xeon® Processor E5-2630L v2 ,Intel® Xeon® Processor E5-2637 v2 ,Intel® Xeon® Processor E5-4603 v2 ,Intel® Xeon® Processor E5-4607 v2 ,Intel® Xeon® Processor E5-2448L v2 ,Intel® Xeon® Processor E5-2428L v2 ,Intel® Xeon® Processor E5-2403 v2 ,Intel® Core™ i7-4860HQ Processor ,Intel® Core™ i7-4760HQ Processor ,Intel® Xeon® Processor E5-2603 v2 ,Intel® Xeon® Processor E5-2628L v2 ,Intel® Xeon® Processor E5-2648L v2 ,Intel® Xeon® Processor E5-2658 v2 ,Intel® Xeon® Processor E5-2687W v2 ,Intel® Celeron® Processor 2000E ,Intel® Celeron® Processor 2002E ,Intel® Xeon® Processor E3-1275L v3 ,Intel® Xeon® Processor E5-4624L v2 ,Intel® Pentium® Processor J2850 ,Intel® Celeron® Processor J1850 ,Intel® Celeron® Processor J1750 ,Intel® Pentium® Processor N3510 ,Intel® Celeron® Processor N2910 ,Intel® Celeron® Processor N2810 ,Intel® Celeron® Processor N2805 ,Intel Atom® Processor Z3740 ,Intel Atom® Processor Z3770 ,Intel® Core™ i3-4110M Processor ,Intel® Core™ i3-4330T Processor ,Intel® Core™ i3-4340 Processor ,Intel® Core™ i7-4960X Processor Extreme Edition ,Intel® Core™ i7-4930K Processor ,Intel® Core™ i7-4820K Processor ,Intel® Pentium® Processor 1405 v2 ,Intel Atom® Processor C2338 ,Intel Atom® Processor C2350 ,Intel Atom® Processor C2358 ,Intel Atom® Processor C2518 ,Intel Atom® Processor C2530 ,Intel Atom® Processor C2538 ,Intel Atom® Processor C2550 ,Intel Atom® Processor C2558 ,Intel Atom® Processor C2718 ,Intel Atom® Processor C2730 ,Intel Atom® Processor C2738 ,Intel Atom® Processor C2750 ,Intel Atom® Processor C2758 ,Intel® Pentium® Processor G3320TE ,Intel® Xeon® Processor E3-1105C v2 ,Intel® Xeon® Processor E3-1125C v2 ,Intel® Pentium® Processor B925C ,Intel® Core™ i3-3115C Processor ,Intel Atom® Processor Z3770D ,Intel Atom® Processor Z3740D ,Intel Atom® Processor E3825 ,Intel Atom® Processor E3845 ,Intel Atom® Processor E3815 ,Intel Atom® Processor E3826 ,Intel Atom® Processor E3827 ,Intel® Celeron® Processor J1800 ,Intel® Celeron® Processor J1900 ,Intel® Pentium® Processor J2900 ,Intel® Core™ i5-4460T Processor ,Intel® Core™ i5-4590T Processor ,Intel® Core™ i7-4710HQ Processor ,Intel® Core™ i7-4710MQ Processor ,Intel® Core™ i7-4712HQ Processor ,Intel® Core™ i7-4712MQ Processor ,Intel® Core™ i7-4810MQ Processor ,Intel® Core™ i7-4910MQ Processor ,Intel® Core™ i7-4940MX Processor Extreme Edition ,Intel® Celeron® Processor 2957U ,Intel® Celeron® Processor 2961Y ,Intel® Celeron® Processor 2981U ,Intel® Pentium® Processor 3558U ,Intel® Pentium® Processor 3561Y ,Intel® Celeron® Processor G1830 ,Intel® Celeron® Processor G1820 ,Intel® Celeron® Processor G1820T ,Intel® Celeron® Processor G1820TE ,Intel® Pentium® Processor N3520 ,Intel® Celeron® Processor N2806 ,Intel® Celeron® Processor N2815 ,Intel® Celeron® Processor N2820 ,Intel® Celeron® Processor N2920 ,Intel® Quark™ SoC X1000 ,Intel® Core™ i3-4110E Processor ,Intel® Core™ i3-4112E Processor ,Intel® Core™ i5-4410E Processor ,Intel® Core™ i5-4422E Processor ,Intel Atom® Processor Z3795 ,Intel Atom® Processor Z3775 ,Intel Atom® Processor Z3775D ,Intel Atom® Processor Z3745 ,Intel Atom® Processor Z3745D ,Intel Atom® Processor Z3735D ,Intel Atom® Processor Z3735E ,Intel Atom® Processor Z3735F ,Intel Atom® Processor Z3735G ,Intel® Xeon Phi™ Coprocessor 7120D ,Intel® Core™ i5-4310U Processor ,Intel® Core™ i5-4340M Processor ,Intel® Core™ i7-4610M Processor ,Intel® Core™ i5-4310M Processor ,Intel® Xeon Phi™ Coprocessor 7120A ,Intel® Pentium® Processor G3450 ,Intel® Pentium® Processor G3440 ,Intel® Pentium® Processor G3440T ,Intel® Pentium® Processor G3240 ,Intel® Pentium® Processor G3240T ,Intel® Celeron® Processor G1850 ,Intel® Celeron® Processor G1840 ,Intel® Celeron® Processor G1840T ,Intel® Core™ i7-4790 Processor ,Intel® Core™ i7-4790S Processor ,Intel® Core™ i7-4790T Processor ,Intel® Quark™ SoC X1001 ,Intel® Quark™ SoC X1010 ,Intel® Quark™ SoC X1011 ,Intel® Quark™ SoC X1020D ,Intel® Quark™ SoC X1021 ,Intel® Core™ i5-4210M Processor ,Intel® Pentium® Processor 3560M ,Intel® Celeron® Processor 2970M ,Intel® Core™ i7-4510U Processor ,Intel® Core™ i5-4210U Processor ,Intel® Core™ i3-4120U Processor ,Intel® Core™ i3-4030U Processor ,Intel® Core™ i3-4025U Processor ,Intel® Core™ i5-4220Y Processor ,Intel® Core™ i3-4030Y Processor ,Intel® Celeron® Processor N2830 ,Intel® Celeron® Processor N2807 ,Intel® Celeron® Processor N2930 ,Intel® Pentium® Processor N3530 ,Intel Atom® Processor C2508 ,Intel Atom® Processor C2308 ,Intel® Quark™ SoC X1021D ,Intel® Quark™ SoC X1020 
Instruction Set,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,32-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,32-bit,32-bit,32-bit,32-bit,32-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,64-bit,,,32-bit,32-bit
Instruction Set Extensions,Intel® SSE2 |  Intel® SSE3 |  Intel® SSSE3 |  Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE2 |  Intel® SSE3 |  Intel® SSSE3 |  Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® AVX,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® AVX,,,,,,,,,,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.2 |  Intel® AVX,Intel® SSE4.2 |  Intel® AVX,Intel® SSE4.2 |  Intel® AVX,Intel® AVX,,,,,,,,,,,,,,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX,,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX,,,,,,,,,,,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,,,,,,,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,,,,,,,,,,Intel® IMCI,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® IMCI,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,,,,,,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2,,,,,,,,
Idle States,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes
Enhanced Intel SpeedStep® Technology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,No,No
Thermal Monitoring Technologies,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,No,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,No,No
Intel® Smart Idle Technology,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,,,,,,,,No,No
Intel® Turbo Boost Technology ‡,,,2.0,2.0,2.0,2.0,2.0,2.0,No,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,,,2.0,2.0,2.0,2.0,2.0,No,No,2.0,2.0,2.0,No,No,2.0,2.0,2.0,2.0,No,No,2.0,2.0,No,2.0,2.0,No,2.0,2.0,2.0,2.0,No,No,2.0,2.0,No,No,No,No,No,No,No,,,No,No,No,2.0,2.0,2.0,No,2.0,2.0,2.0,No,2.0,No,2.0,No,No,2.0,No,2.0,No,No,No,No,,,,,,,,,,No,No,No,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2.0,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,No,No,No,No,No,No,No,No,2.0,2.0,2.0,No,No,No,No,No,2.0,No,No,2.0,2.0,No,No,No,2.0,No,No,No,No,No,No,No,No,No
Intel® Hyper-Threading Technology ‡,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,,,Yes,Yes,Yes,Yes,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
Intel® TSX-NI,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,,,,,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,No,No
Intel® ME Firmware Version,,,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,
Intel® HD Audio Technology,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,No,No,No,No,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,No,No
Intel® Matrix Storage Technology,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,No,No,No,No,No,No,,,,,,,No,No
Intel® Identity Protection Technology ‡,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Yes,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,Yes,Yes,,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,No,No,No,No,No,No,No,,,,,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,No,No
Intel® Rapid Storage Technology,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,No,No,No,No,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,No,No
Intel® Smart Connect Technology,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,No,No,No,No,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,No,No
Intel® Instruction Replay Technology,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,,,,,,,,No,No
